super_opeid,name,region,state,fips,cz,czname,cfips,county,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,multi,hbcu,flagship,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
7518,Apex Technical School,Northeast,NY,New York,19400,New York,36081,Queens,11101,Less than two-year schools of any type,Less than two-year schools of any type,Private For-profit,Less than Two-year,Private,Missing,2206.2024,3052.7937,0,0,0,,,,,,,,,16893,,34600,,4304139,1736359,.034825869,.26119402,.23383084,.042288557,1.2534918,2.2527652,0,0,0,-8.1920671,-1.2198423,100
2906,Appalachian State University,South,NC,North Carolina,1001,Boone,37189,Watauga,28608,Selective public,Selective public,Public,Four-year,Public,Selective,4532.3086,6866.4468,0,0,0,6553,1988,2.3552587,.60167819,7656.0977,55898.246,1148.178,1100,6845,-8.0889988,36600,3782.0969,119126768,65045236,.009081902,.029474901,.0094947163,.0058619552,10.577981,25.895424,5.2991452,5.8119659,5.8547006,8.1217146,41.837612,0
2239,Aquinas College,Midwest,MI,Michigan,12200,Grand Rapids,26081,Kent,49506,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3550.0857,4976.9414,0,0,0,27906,14034,-1.4938943,.51590109,5971.1772,33350.844,,,10730,2.6255245,38100,,10427023,7372071.5,.011380505,.043542802,.023750618,0,12.532576,24.782543,0,17.197453,0,12.173319,32.745823,0
1346,Arapahoe Community College,West,CO,Colorado,28900,Denver,8005,Arapahoe,80160,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1922.5383,1660.5422,0,0,0,3392,1861,4.4696021,.19933555,4534.7778,39842.723,,,6560,,35200,,16683060,13287831,.028509952,.02084454,.076519631,.022458311,4.1142206,15.689239,30.136986,22.876713,19.178082,2.2652218,-.02365157,2.8767123
3235,Arcadia University,Northeast,PA,Pennsylvania,19700,Philadelphia,42091,Montgomery,19038,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4971.8105,7322.6133,0,0,0,38160,17830,2.6371584,.53082192,7963.2568,56078.609,1099.9774,1080,21046,-1.1752325,43700,,31168000,13331078,.031384617,.12246154,.020923076,.026461538,9.3839188,11.356827,5.7401814,6.0422959,0,12.825538,39.501659,0
21799,Argosy University,West,CA,California,38300,Los Angeles,6071,San Bernardino,92408,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,1849.8909,4033.6558,0,0,0,17284.908,15070.486,-1.584223,.32736373,5452.0908,40172.246,,,23763.684,,38200,,7248892,2461542.8,.11434391,.056735527,.15333138,.016584231,42.551804,23.243839,21,0,0,8.6164942,-2.6321173,3.2857144
35,Arizona State And Northern Arizona University And University Of Arizona,West,AZ,Arizona,35001,Phoenix,4013,Maricopa,85287,Selective public,Selective public,Public,Four-year,Public,Selective,5604.0742,8222.2139,1,0,0,9851.2832,2345.6853,1.9817733,.51574123,9415.2979,66080.063,1129.7753,1092.1804,9739.6846,-.96798587,43394.035,2326.4636,410227008,230881040,.044410411,.028096464,.11892176,.033087511,9.6732569,23.416292,3.0413933,7.9000506,4.4358912,17.423933,39.807968,0
1071,Arizona Western College,West,AZ,Arizona,38100,Yuma,4027,Yuma,85365,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1735.7334,3010.7747,0,0,0,1824,960,.78967702,.20873787,9021.752,40128,,,9017,,25600,72.187599,21588180,11537179,.014000767,.033371691,.58208668,0,.99625093,8.9119244,8.6633663,46.039604,8.4158421,6.6010666,6.3803558,6.6831684
12860,Arkansas Northeastern College,South,AR,Arkansas,25800,Blytheville,5093,Mississippi,72316,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2198.9138,4771.9482,0,0,0,2234,1186,-3.2716796,.11881188,4849.1499,38940.938,,,6437,,22500,702.66449,8115527,4396463,.0080808084,.26717171,.011111111,0,-.80492336,20.886232,10.169492,58.757061,4.519774,8.0474777,3.3754082,0
1090,Arkansas State University,South,AR,Arkansas,25900,Jonesboro,5031,Craighead,72401,Selective public,Selective public,Public,Four-year,Public,Selective,3164.7102,3952.667,0,0,0,7086.686,3002.0718,-.78308493,.38510743,6700.5293,47107.422,978.85895,,8379.9336,.17104097,32700,969.29865,47308072,33650076,.0068732635,.11831709,.0060274783,.012667158,3.6761425,23.935202,17.417784,4.2021923,3.593179,19.789297,32.334251,.54811203
1091,Arkansas State University - Beebe,South,AR,Arkansas,4302,Searcy,5145,White,72012,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2138.6199,2509.2922,0,0,0,2544,1590,.89047855,.26746166,5083.3027,33649.938,,,5165,,,,17573176,7375268,.0097979177,.068381302,.013676261,.00081649318,1.7971205,7.1489506,3.5218782,32.44397,0,5.4095292,-.45731398,54.429028
1089,Arkansas Tech University,South,AR,Arkansas,30000,Russellville,5115,Pope,72801,Selective public,Selective public,Public,Four-year,Public,Selective,3002.9592,3614.1572,0,0,0,5862,2768,-.62383813,.40723982,6094.5093,46307.543,1029.2838,,8433,-5.5304008,35000,1616.0311,38429860,15463649,.011336898,.038716577,.013689839,.016684491,9.3226576,13.860704,10.469799,4.0268455,0,24.282232,39.142765,.67114097
1546,Armstrong Atlantic State University,South,GA,Georgia,8800,Savannah,13051,Chatham,31419,Selective public,Selective public,Public,Four-year,Public,Selective,3599.9253,3920.3574,0,0,0,5266,2242,-.56587815,.18980892,5621.4834,50565.902,1005.2246,995,12451,9.9181013,39400,463.28049,33487944,19785656,.024859663,.22894947,.028067362,.011828388,2.4654503,2.1028984,30.546076,11.262798,4.6075087,13.513581,33.463287,0
1116,Art Center College Of Design,West,CA,California,38300,Los Angeles,6037,Los Angeles,91103,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Non-selective,17697.496,18249.883,0,0,0,37830,19600,3.825454,.80000001,6820.4297,56915.871,,,40082,-1.4765123,51700,,39988000,18507622,.30191457,.01472754,.085419737,.18630339,88.741898,-.62929505,0,0,0,2.8365357,1.8302779,0
20789,Art Institute Of Colorado ,West,CO,Colorado,28900,Denver,8031,Denver,80203,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,2802.2681,3579.8843,0,0,0,17632,13998,5.5513816,.5106383,4987.3179,34496.156,,,24863,,32400,,7798850,5350407,.040191386,.026794259,.051196173,0,71.766747,3.9864223,0,0,0,.86390799,-3.2997382,27.114967
10195,Art Institute Of Fort Lauderdale ,South,FL,Florida,7000,Miami,12011,Broward,33316,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,1881.5306,3416.196,0,0,0,17704,13050,1.4638928,.44186047,5152.3384,32556.152,,,23328,,29500,,9217098,6308335,.024165342,.12527822,.309062,0,44.721466,-.080706485,0,0,0,37.730457,-2.6417985,15.062761
21171,Art Institute Of Houston ,South,TX,Texas,32000,Houston,48201,Harris,77027,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,2689.8267,2966.9609,0,0,0,17668,13010,.078062408,,4519.0054,32164.021,,,25482.756,,32900,,5936664.5,4459731,.021778584,.065335751,.15789473,0,41.783985,2.7203164,0,0,0,32.598137,1.7791489,27.920792
25256,Art Institute Of New York City ,Northeast,NY,New York,19400,New York,36061,New York,10013,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,8850.6289,4794.5708,0,0,0,19756,18685,-3.1255484,,5314.7661,,,,24615,,30300,,8285671,4466130,.096799374,.24746291,.21779859,.013270882,-.36831605,-1.1417953,0,0,0,.19923608,1.1962602,100
8350,Art Institute Of Philadelphia ,Northeast,PA,Pennsylvania,19700,Philadelphia,42101,Philadelphia,19103,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,2422.0417,3885.5515,0,0,0,17920,16032,-3.967026,,9033.4434,37576.203,,,25158,,31700,,13237790,7085938,.048092209,.12599364,.04689984,.0047694752,72.341461,2.7251222,0,12.095401,0,3.7622106,-2.3819389,6.1328793
40513,Art Institute Of Phoenix ,South,KY,Kentucky,13101,Louisville,21111,Jefferson,40219,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,2422.2881,2502.1304,0,0,0,13361.6,8231.6621,.30327901,.68742096,4421.5098,28599.775,,,20311.115,,25200,,2369709.5,1160817,.01760352,.20404081,.075015001,.0026005199,14.949468,32.829319,26.935711,.37541062,3.2379165,17.359104,1.6911864,5.0680432
7470,Art Institute Of Pittsburgh ,Northeast,PA,Pennsylvania,16300,Pittsburgh,42003,Allegheny,15219,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,2916.9575,4193.7007,0,0,0,17632,12915,.072771333,,4376.7017,34437.488,,,25712.928,,29200,,9275628,7335829,.0068081697,.086904287,.0072086505,.015618742,105.29109,4.4115906,0,0,0,-1.1353267,-2.9409101,0
7819,Art Institute Of Portland ,West,OR,Oregon,38801,Portland,41051,Multnomah,97209,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Non-selective,2868.9932,3444.4248,0,0,0,17416,13230,1.7701197,,4915.0093,31191.523,,,25466,,33000,,5736550,1652078,.052552551,.019519519,.052552551,.037537538,96.449554,2.9922605,0,0,0,-.26300868,-1.1921735,0
22913,Art Institute Of Seattle ,West,WA,Washington,39400,Seattle,53033,King,98121,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,2468.1716,4063.2029,0,0,0,17560,12780,.66543257,,5696.7891,33779.488,,,25843,,34100,,7821222,6339370,.099960953,.035532996,.040218666,.11128465,80.845047,13.623214,0,0,0,-2.006892,-1.6195364,12.132353
25578,Art Institute Of York  - Pennsylvania,Northeast,PA,Pennsylvania,19200,Harrisburg,42133,York,17402,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,3814.2102,5363.7427,0,0,0,17344,11700,,.78181821,4455.8438,33293.688,,,23336,,31300,,2912672,2432448,.015053763,.025806451,.010752688,.0021505377,85.559654,12.018396,0,0,0,-.88557994,4.2748823,7.7669902
10248,Art Institutes International Minnesota ,Midwest,MN,Minnesota,21501,Minneapolis,27053,Hennepin,55402,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,2171.7637,3720.0505,0,0,0,17416,,3.9007268,1,4495.7163,50044.91,,,23610,,33000,,6808669,1764154,.032894738,.028947368,.018421052,0,52.741043,.48341304,0,0,0,-.43102321,.87821823,47.619045
1952,Asbury College,South,KY,Kentucky,12901,Lexington-Fayette,21113,Jessamine,40390,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5803.313,6417.4209,0,0,0,26868,13884,.93699622,.57439446,5926.7197,44041.707,1106.4578,1145,18677,.0089542223,34100,,10801845,7307501.5,.0052316892,.0097159939,.011210762,.016442452,20.214705,4.4839969,1.25,6.25,17.083332,17.485182,26.594107,0
4033,Asheville Buncombe Technical Community College,South,NC,North Carolina,1203,Asheville,37021,Buncombe,28801,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2513.1492,3271.3755,0,0,0,2033,1010,5.7960806,.19105691,4735.6763,37497.848,,,9353,,27400,88.041367,25141960,12476673,.0068825912,.063562751,.013157895,.0046558706,1.6442946,24.998661,32.604374,9.1451292,19.284294,9.224802,-2.7443602,8.7475147
1881,Ashford University,Midwest,IA,Iowa,23802,Clinton,19045,Clinton,52733,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Selective,2944.9836,1222.3303,0,0,0,10480,13420,4.2175679,.47058824,5752.9355,35381.043,,882.5,21253,,37500,,115049000,,.0089605739,.060931899,.028673835,.046594981,1.2564692,15.26743,.76335877,39.694656,0,2.6373913,35.248928,0
3012,Ashland University,Midwest,OH,Ohio,16000,Mansfield,39005,Ashland,44805,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3583.3628,6209.21,0,0,0,19852,15530,-.32510969,.55092591,6921.6411,52151.246,1029.9658,1005,19027,2.4297302,39200,,33452898,22876672,.0046115643,.086555518,.012770486,.015253636,2.1657906,43.043282,4.6052632,2.6315789,7.3684211,1.2647089,35.436943,0
11150,Asnuntuck Community College,Northeast,CT,Connecticut,20901,Bridgeport,9003,Hartford,6082,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1802.7871,4035.9248,0,0,0,3866,1886,1.0440626,.26595744,6907.8223,66400.75,,,5242,,32400,,6474530,3023958,.015675675,.10432433,.042702701,.0010810811,2.668359,35.203876,9.1370554,38.578682,2.0304568,13.023034,-1.9388312,0
2118,Assumption College,Northeast,MA,Massachusetts,20500,Boston,25027,Worcester,1609,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4711.4292,7325.8765,0,0,0,36160,18120,8.9612141,.71461719,7852.4434,50713.426,,1070,17214,.87440026,52800,,18881058,13082565,.007777323,.0065493244,.017191976,.0065493244,14.670559,24.293798,9.8712444,9.8712444,.64377683,10.484974,28.073582,0
5600,Athens Technical College,South,GA,Georgia,9301,Winder,13059,Clarke,30601,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,4108.8184,2913.7263,0,0,0,2684,969,-.36191785,.22950819,5099.4604,51178.527,,,5389,,26900,,14120203,9669146,.014925373,.19767019,.014197306,0,.59281647,29.653587,53.775745,0,2.5171626,1.2933093,3.269994,16.247139
12165,Atlanta Metropolitan  State College,South,GA,Georgia,9100,Atlanta,13121,Fulton,30310,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,2661.2327,2230.9895,0,0,0,3058,1450,,.06334842,4196.48,48845.23,,,10686,,26700,,6148881,5207261,.0031463031,.92343998,.0026219191,.065023594,.42593333,.45086852,3.1578948,93.684212,0,-.24547596,-.41710779,1.0526316
8543,Atlanta Technical College,South,GA,Georgia,9100,Atlanta,13121,Fulton,30310,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,3598.9563,3929.8391,0,0,0,2740,1002,.22233838,.375,3969.9382,37236.914,,,2891,,21900,,14373743,9216187,.036061026,.78363383,.015950069,.0024271845,-1.5568789,33.925785,16.376812,0,3.1884058,5.5827971,-5.5617523,43.768116
2596,Atlantic Cape Community College,Northeast,NJ,New Jersey,19700,Philadelphia,34001,Atlantic,8330,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2107.2932,2237.5513,0,0,0,5802,3633,3.2720568,.16875872,6363.5586,51608.844,,,15472,,28800,107.48579,17115244,10331948,.077295624,.1392871,.078457959,.010848508,-2.8972974,20.915434,13.530656,45.665962,7.3995771,.85235929,-3.2079403,6.1310782
1009,Auburn University,South,AL,Alabama,9800,Auburn,1081,Lee,36849,Selective public,Selective public,Public,Four-year,Public,Selective,5593.3047,9717.0117,0,0,0,10200,,1.1192784,.67508364,9427.7383,60705.52,1158.8973,1105,13191,.1447169,45400,10934.969,241168368,125378568,.011568264,.069409579,.0082942266,.0085670631,11.925141,32.186752,6.2171211,0,1.1956002,28.573887,23.532932,0
8310,Auburn University Montgomery,South,AL,Alabama,11101,Montgomery,1101,Montgomery,36117,Selective public,Selective public,Public,Four-year,Public,Selective,3615.8796,5242.9731,0,0,0,9080,3030,-.71933192,.26459855,7175.021,50662.973,993.55121,985,9044,-.15489131,34800,2482.4626,25198418,18485196,.017813567,.31893608,.011224988,.0087847728,8.919158,32.506008,8.4791384,4.5760431,5.5181694,16.741648,30.554413,0
2334,Augsburg College,Midwest,MN,Minnesota,21501,Minneapolis,27053,Hennepin,55454,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5729.75,8098.5327,0,0,0,34431,16340,.037089549,.52597404,6867.5322,46387.66,1156.4144,1075,16471,-.36791089,44800,,29369208,17627456,.032955717,.055612769,.0099553727,.033642292,2.100796,29.813431,4.8979592,1.0204082,7.7551022,14.703586,32.366749,0
5599,Augusta Technical College,South,GA,Georgia,8401,Aiken,13245,Richmond,30906,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,4385.708,3463.8474,0,0,0,2614,978,.12021983,.44764397,4871.0181,43642.695,,,8506,,22400,,13998254,11017162,.017764166,.50015312,.018376723,0,4.995647,21.10957,28.661087,0,.20920502,4.7022004,-1.9457459,44.037659
1633,"Augustana College of Rock Island, IL",Midwest,IL,Illinois,23801,Davenport,17161,Rock Island,61201,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,7333.7476,8664.335,0,0,0,37236,17913,.26170194,.74390244,7187.4023,53134.754,,,16501,-4.1944475,49600,,22428178,15574502,.019730942,.029596413,.026008969,.0035874438,14.986876,20.722696,4.1904764,.5714286,.5714286,31.013502,25.049877,0
3458,"Augustana College of Sioux Falls, SD",Midwest,SD,South Dakota,26503,Sioux Falls,46099,Minnehaha,57197,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6084.6934,9715.6924,0,0,0,29214,14754,1.0727594,.62663186,6486.5737,43325.621,1127.853,,13828,4.3338685,42600,,16468398,10206892,.0034722222,.0052083335,.0017361111,.016782407,10.973415,20.352905,9.0342684,2.1806853,3.4267912,15.028809,40.75618,0
1634,Aurora University,Midwest,IL,Illinois,24300,Chicago,17089,Kane,60506,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4840.4985,4231.0718,0,0,0,21320,,4.9261575,.4275862,7064.3901,50726.277,1004.3957,,13607,3.084316,41500,,19042620,11051436,.022036474,.15349545,.086626142,.00075987843,-4.3740711,26.203737,12.662337,2.5974026,16.883118,7.4649258,33.790333,0
3543,Austin College,South,TX,Texas,33902,Sherman,48181,Grayson,75090,Highly selective private,Highly selective private,Private Non-profit,Four-year,Private,Highly Selective,7690.8232,11744.562,0,0,0,34840,15302,.58777112,.77906978,7602.644,57420.363,1202.172,1195,17558,.7850346,47600,,14921908,9817219,.08361204,.045986623,.061036788,.020066889,24.89451,8.5210266,0,3.2934132,0,25.076895,35.895435,0
